notebook1,file1,segment1_index_on_page,segment1_page_key,segment1_text,notebook2,file2,segment2_index_on_page,segment2_page_key,segment2_text,lcs_jaccard,lcs_dice,lcs_ratio,containment_1_in_2,containment_2_in_1,max_containment,lcs_length,lcs_text,seq1_length,seq2_length,coverage_ratio
14e,page_to_text.json,1,156,"The wasted frame Soon in corporeal strength recruits itself And wounds fill with new flesh So in the mind the death of objects the death of objects The death of objects & the loss of hopes Are xx in the end succeeded by some births Of new creative faculties & powers Brought forth with pangs pains , such as the mother E'en with her first born: feels but like xx vigorous child Repaying by their its beauty for the pang.",14g,page_to_text.json,0,123,"119 So in the mind the death of objects or the loss of hopes is quick succeeded by some new born powers & faculties, brought forth with pangs of labour; but vigorous & strong - But vigorous & strong But vigorous & strong",0.21212121212121213,0.35,0.35,0.25925925925925924,0.5384615384615384,0.5384615384615384,14,so mind death objects loss hopes succeeded some new faculties brought forth pangs vigorous,54,26,0.25925925925925924
14e,page_to_text.json,0,157,Baths of Lucca Baths of Lucca Baths of Lucca . 1819. Aug t .,14e,page_to_text.json,0,163,At the Baths of Lucca Baths of Lucca Baths of Lucca . 1819.19 And may not all the varied life of Man Be but a larger dream. Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams.,0.25806451612903225,0.41025641025641024,0.41025641025641024,0.8888888888888888,0.26666666666666666,0.8888888888888888,8,baths lucca baths lucca baths lucca . .,9,30,0.26666666666666666
14e,page_to_text.json,0,157,Baths of Lucca Baths of Lucca Baths of Lucca . 1819. Aug t .,14g,page_to_text.json,0,101,"97 Baths of Lucca Baths of Lucca Baths of Lucca Aug t 24, 1819 To - What is there in life's stormy day To please or cheer our sight Or warm our cold & earthborn clay Save feelings heavenly light. This is the spirit which subdues The Chaos of our mortal doom Gives it creations loveliest hues And kindles brightness midst the gloom It wakens in the mothers kiss It breathes profound in lovers sighs Dove like upon the dark abyss Of Life it rests & never dies.",0.11940298507462686,0.21333333333333335,0.21333333333333335,0.8888888888888888,0.12121212121212122,0.8888888888888888,8,baths lucca baths lucca baths lucca . .,9,66,0.12121212121212122
14e,page_to_text.json,0,157,Baths of Lucca Baths of Lucca Baths of Lucca . 1819. Aug t .,14g,page_to_text.json,0,156,"when I return } return } . + , 6.12 1 On the road to the Baths of Lucca Baths of Lucca Baths of Lucca layers of Limestone & chert very near each other & almost blended & much twisted",0.23076923076923078,0.375,0.375,0.6666666666666666,0.2608695652173913,0.6666666666666666,6,baths lucca baths lucca baths lucca,9,23,0.2608695652173913
14e,page_to_text.json,1,157,"Quando mia fu la bella Quando mia fu la bella Quando mia fu la bella spera n za ed anche piu Again that lovely orb lamp from half its from half its from half its orb Sends forth a mellow lustre that pervades The eastern sky & meets the rosy light Of the last sunbeams dying in the west The mountains all above are clear & bright Their giant forms distinctly visible Crested with shaggy chesnuts, or erect Bearing the helmed pine, or raising high Their marble columns crowned with grassy slopes From rock to rock the foaming Lima pours Full from the thunder storm, rapid & strong And turbid.",14g,page_to_text.json,0,125,"121 Being the Helmed pine - or raising high xxxx Their marble columns, or their crowned with grassy slopes crowned with grassy slopes Green from Green from From rock to rock the foaming Lima laps Lima laps Lima laps Lima laps Full from the thunder storm & rapid & strong & turbid & turbid And turbid - Still is the air And silent, was alone was alone & the Cicada sings not & the Cicada sings not The smoke moves upwards & its curling waves & its curling waves Feel not a breath of air E'en in my heart E'en in my heart",0.1527777777777778,0.26506024096385544,0.26506024096385544,0.23655913978494625,0.3013698630136986,0.3013698630136986,22,helmed pine raising high their marble columns crowned grassy slopes from rock rock foaming lima full from thunder storm rapid strong turbid,93,73,0.23655913978494625
14e,page_to_text.json,1,157,"Quando mia fu la bella Quando mia fu la bella Quando mia fu la bella spera n za ed anche piu Again that lovely orb lamp from half its from half its from half its orb Sends forth a mellow lustre that pervades The eastern sky & meets the rosy light Of the last sunbeams dying in the west The mountains all above are clear & bright Their giant forms distinctly visible Crested with shaggy chesnuts, or erect Bearing the helmed pine, or raising high Their marble columns crowned with grassy slopes From rock to rock the foaming Lima pours Full from the thunder storm, rapid & strong And turbid.",14g,page_to_text.json,0,126,"Yet still, Yet still, Again the lovely orb from half its lamp Sends forth a mellow lustre that pervades The western eastern sky, '& blends promiscuous '& blends promiscuous & meets the dying[ sun sunbeam & meets the dying[ sun sunbeam sun sunbeam With the light of Eve With the light of Eve With the light of Eve rosy light twilight Of the last sunbeams Of the last sunbeams Dying in the west - The Mountains all are clear all are clear And all And all their giant forms distinctly visible Bold in their Bold in their Crested with shaggy chestnuts.",0.2462686567164179,0.39520958083832336,0.39520958083832336,0.3548387096774194,0.44594594594594594,0.44594594594594594,33,again lovely orb from half its sends forth mellow lustre that pervades eastern sky meets rosy light last sunbeams dying west mountains all are clear their giant forms distinctly visible crested shaggy .,93,74,0.3548387096774194
14e,page_to_text.json,0,161,"Has brought you here to cheer our tardy spring Oft had I seen you midst the orange trees bowers That Cloak Parthenope & where Velino pours In thundering cataracts; But ne’er before So high upon the mountains where ye soar Een in mid air, leaving your halcyons Why have ye left your halcy Why have ye left your halcy on plains Where spring or summer everlasting reigns.",14g,page_to_text.json,0,24,how by the olive groves & midst the vines that xxxxxxx over the flood Of foaming Serchio here a mountain stream Oft had I seen you midst the orange groves That cloathe Parthenope ; & neath The Cataract where old Velino Thunders midst the rocks formed from his foaming waters.,0.14285714285714285,0.25,0.25,0.20689655172413793,0.3157894736842105,0.3157894736842105,12,here oft had seen you midst orange that parthenope where velino .,58,38,0.20689655172413793
14e,page_to_text.json,1,161,When flowers & fruits together mature alone together grow To visit our rude peaks where still the snow Glitters een in the genial month of flowers But brightly do ye move in fiery showers Seen like the falling meteor from afar Not of Not of like the kindred of the evening star the kindred of the evening star the kindred of the evening star May not the stars themselves in orbits whil whirled in orbits whil whirled be but be but Be but - a different animated world In which a high & lofty breath of life xxxx xx xxxx xx xxxx xx Of worlds & insects calms the xxxxx the xxxxx the wakening strife the wakening strife strife.,14g,page_to_text.json,0,25,- Why have Ye left your halcyon streams below - To visit our rude peaks on which the snow still glitters in the summer sun of june - But brightly do ye danse along the glade; As if the kindred of the evening stars -. May not the stars themselves Be but a different animated world Of which our narrow intellect can form no just conception,0.17757009345794392,0.30158730158730157,0.30158730158730157,0.24358974358974358,0.3958333333333333,0.3958333333333333,19,visit our rude peaks still glitters brightly do kindred evening may not stars themselves be different animated world which,78,48,0.24358974358974358
14e,page_to_text.json,0,162,"159 To the fire flies, the same place & summer written in blank verse but not Rhyme in May & June 1827. Ye moving stars that flit along Ye moving stars that flit along Ye moving stars that flit along the glade Ye animated lamps that midst the shade Of ancient chesnuts on the lofty hills Of Lucignano , by the foaming rills xxxx Which feed Blue Serchio Blue Serchio Blue Serchio , in the evening play.",14g,page_to_text.json,0,22,"Ye moving stars, ye animated lamps Ye moving stars, ye animated lamps Ye moving stars that flit across the glade Ye animated lamps that midst the shade Of ancient chesnuts on the lofty hills of Liugrand . And may not all this varied life of man Be but a single longer dream - Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams - In xxxxxx The origin of thought life is lost.",0.18,0.3050847457627119,0.3050847457627119,0.3103448275862069,0.3,0.3103448275862069,18,", ye moving stars that flit glade ye animated lamps that midst shade ancient chesnuts lofty hills .",58,60,0.3
14e,page_to_text.json,1,162,"Making the twilight your Making the twilight your So bright your light that in the unbroken ray Of the meridian moon meridian moon meridian moon it brightly shines How lightly gaily do ye pass beneath the vines Which clothe our nearest slopes Now through the groves Of Lucca do ye dance, the breeze that moves Their silver leaves, a mountain Zephyrs xxxxx wing",14g,page_to_text.json,1,23,"So bright your light that in the unbroken beam unbroken beam Of the meridian moon, it shines its lustre scarcely dimmed lustre scarcely dimmed how your course ye bend your Ye moving stars ye animated lamps In the dark shades of eternal groves That crown the hills of Lucignand hills of Lucignand",0.1625,0.27956989247311825,0.27956989247311825,0.25,0.3170731707317073,0.3170731707317073,13,so bright your light that unbroken meridian moon it shines how groves that,52,41,0.25
14e,page_to_text.json,0,163,At the Baths of Lucca Baths of Lucca Baths of Lucca . 1819.19 And may not all the varied life of Man Be but a larger dream. Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams.,14g,page_to_text.json,0,22,"Ye moving stars, ye animated lamps Ye moving stars, ye animated lamps Ye moving stars that flit across the glade Ye animated lamps that midst the shade Of ancient chesnuts on the lofty hills of Liugrand . And may not all this varied life of man Be but a single longer dream - Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams - In xxxxxx The origin of thought life is lost.",0.3235294117647059,0.4888888888888889,0.4888888888888889,0.7333333333333333,0.36666666666666664,0.7333333333333333,22,. may not all varied life man be dream sometimes dreams we catch feeble echoes as it were other fainter dreams .,30,60,0.36666666666666664
14e,page_to_text.json,0,163,At the Baths of Lucca Baths of Lucca Baths of Lucca . 1819.19 And may not all the varied life of Man Be but a larger dream. Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams.,14g,page_to_text.json,0,156,"when I return } return } . + , 6.12 1 On the road to the Baths of Lucca Baths of Lucca Baths of Lucca layers of Limestone & chert very near each other & almost blended & much twisted",0.15217391304347827,0.2641509433962264,0.2641509433962264,0.23333333333333334,0.30434782608695654,0.30434782608695654,7,baths lucca baths lucca baths lucca other,30,23,0.23333333333333334
14e,page_to_text.json,1,163,"In infancy The origin of life is lost to memory Yet powers existed of a glorious nature Reason & thought & feeling, How we know not Nor is there aught that teaches from what lamp The flame of human life had caught its fire So dreams have no connection, yet the past Arises sometimes in them And they may Image the future.",14g,page_to_text.json,1,22,Yet power arises Reason & thought & thought & feeling how we know not nor is there aught that teaches in from what xxxxx the immortal flame of human life had burnt before burnt before caught its fire caught its fire So dreams have no connection - Yet the course Of human life & human accident,0.4264705882352941,0.5979381443298969,0.5979381443298969,0.5686274509803921,0.6304347826086957,0.6304347826086957,29,yet reason thought feeling how we know not nor is there aught that teaches from what flame human life had caught its fire so dreams have no connection yet,51,46,0.5686274509803921
14g,page_to_text.json,0,7,"From the manner in which the red and yellow Limestone of the Appenines are deposited with red & yellow chert, I have no doubt that they were deposited from the same fluid.",14g,page_to_text.json,0,86,"Mineralogy is the Science which teaches the distinctions of minerals or inorganized bodies - Geology relates to their arrangement position in the globe, the changes that they undergo & that they have undergone.",0.11363636363636363,0.20408163265306123,0.20408163265306123,0.20833333333333334,0.2,0.20833333333333334,5,"which , that they .",24,25,0.2
14g,page_to_text.json,0,21,"19 of a lake . Roma [four pencil sketches of birds in profile, possibly snipe ]",14g,page_to_text.json,0,155,"151 What plan . what source , What object What object [pencil sketches of possibly pyramids]",0.19047619047619047,0.32,0.32,0.36363636363636365,0.2857142857142857,0.36363636363636365,4,. pencil sketches possibly,11,14,0.2857142857142857
14g,page_to_text.json,0,52,It is scarcely possible to adopt the idea of the secondary strata being formed by fire: for the degree of heat necessary to agglutinate siliceous Sandstone must have been sufficient to have condensed perfectly fluid carbonate of Lime & the regular manner in which strata of flints were deposited is incompatible with the idea that they were injected by an explosive force amongst chalk or Limestone strata.,14g,page_to_text.json,1,60,The one the Huttonian or Plutonic the other the Wernerian or neptunian - In the first it is supposed that the materials of the secondary strata have been deposited at the bottom or on the shores of the ocean & that they are the,0.140625,0.2465753424657534,0.2465753424657534,0.18,0.391304347826087,0.391304347826087,9,it is secondary strata have been deposited that they,50,23,0.18
14g,page_to_text.json,2,54,- It may seem incompatible with the existence of living beings in the Ocean that it should contain such substances as these which from,14g,page_to_text.json,0,141,137 them indeed it is in the nature of our present existence that its past or former being should be forgotten as the earliest part or the useless part of its present being when the child was in the womb of the mother.,0.11627906976744186,0.20833333333333334,0.20833333333333334,0.2777777777777778,0.16666666666666666,0.2777777777777778,5,it existence that should as,18,30,0.16666666666666666
14g,page_to_text.json,1,59,In the Neptunian hypothesis it is supposed that the ocean contains ocean contains in solution the different chrystaline materials of the secondary rocks & that they were deposited gradually & at the time that life and matter during a life and matter during a life and matter during a the ocean was peopled with living beings & xxx its shores covered with aquatic plants.,14g,page_to_text.json,1,60,The one the Huttonian or Plutonic the other the Wernerian or neptunian - In the first it is supposed that the materials of the secondary strata have been deposited at the bottom or on the shores of the ocean & that they are the,0.15789473684210525,0.2727272727272727,0.2727272727272727,0.20930232558139536,0.391304347826087,0.391304347826087,9,neptunian it is supposed that materials secondary that they,43,23,0.20930232558139536
14g,page_to_text.json,0,88,Bologna casa Martinetta . Sep r 30. 1819 Bologna casa Martinetta . Sep r 30. 1819 On the structure On the structure of the Solid the Solid parts of the Globe. parts of the Globe. or Geology. or Geology.,14g,page_to_text.json,0,160,} 16.1 31 .1 x 5 Monte 1. 8 1. 8 2 Barrina 1 0 9 1 0 9 Varlo 31. 3.. 5 Monte Varlo Monte Varlo 14. Wednesday 15 . 16 F 17 S 18 S 31. 3. 5. 19. M. 20 T 30 . 19 21 W 22 T 9 23 F 12.5 24 S 11. 4 5 11. 4 5 25 S 26 M 27 T 4 7 5 28 W 29 T 1 . 4 . 5 1 . 4 . 5 30 F 4 3 1 S 2 S 3 M 39 6 39 6 4 T 36. 5 05 5. W 9. S. 10 M 11 T 6 T 12 W. 13 T 14 F 15 S 16 S 17 M 17 M 18 Tuesday 7 F 2 8 S,0.19047619047619047,0.32,0.32,0.3076923076923077,0.3333333333333333,0.3333333333333333,8,. . . . . . . .,26,24,0.3076923076923077
14g,page_to_text.json,0,88,Bologna casa Martinetta . Sep r 30. 1819 Bologna casa Martinetta . Sep r 30. 1819 On the structure On the structure of the Solid the Solid parts of the Globe. parts of the Globe. or Geology. or Geology.,14g,page_to_text.json,0,161,"157 (reversed) [vertical rule] At C asi ol xxxx fior Vetturino paid 8 Crowns 25 Basic At Perugia 15 Contra Per Pergo 2.1 2 . 2 15 S 13 ' 3 Foligno 1. 5x Or . 2 Terni 1. 6. 8. 8 Col. Fior 28. 25 Col. Fior 28. 25 8 "" 8 Perugia . 1 . 5+ Caselli - 5 31 ' 1 S 15 "" 5 0 , 0 ,, ' 5 e 5 e Genova paid Genova paid 1 ' 5 Arezzo 1 . 1 . 1 18 1",0.13793103448275862,0.24242424242424243,0.24242424242424243,0.3076923076923077,0.2,0.3076923076923077,8,. . . . . . . .,26,40,0.2
14g,page_to_text.json,0,89,85 water of the Bagni Caldi Bagni Caldi Bagni Caldi & he naturally supposed that the iron was dissolved by Carbonic Acid Carbonic Acid Carbonic Acid but there is no Carbonic Acid Carbonic Acid Carbonic Acid in this water & on evaporating a large quantity of the water & washing out the sulphates & muriates I obtained a minute portion of a substance exactly the same as the deposit & consisting of Oxide of Iron Oxide of Iron Oxide of Iron & silica & Oxide of Iron Oxide of Iron Oxide of Iron likewise exist in the waters of Bath in England & they are probably in the water in chemical combinations What may be the effects of such a substance on the human constitu- -tion is for medical men to determine by experience Probably such a union may be artificially produced by heat under pressure as in Papins digester Riva 22 Wednesday 14 Florence Thursday - 15 Filigare A Solar month Friday - 16 Bologna - Saturday - 17.,14g,page_to_text.json,0,92,"The thermal water of the Baths of Lucca Baths of Lucca Baths of Lucca where its temperature is the high- est at the Baths called the "" Bagni Caldi Bagni Caldi Bagni Caldi carries with it from its source a considera- ble quantity of a yellowish brown deposit having collected different specimens of this deposit I submitted them to chemical examination & found that they consisted of red oxide of iron red oxide of iron red oxide of iron & silica Not having an accurate balance I was not able to determine the exact proportions but in the statical exp t that I made the Oxide of Iron Oxide of Iron Oxide of Iron was in the largest quantity & to the silica nearly as 4 to 3 That y e Oxide of Iron Oxide of Iron Oxide of Iron & silica had been dissolved together in the water & deposited at the same time is very probable from the state in which they are found.",0.1134020618556701,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,22,water bagni caldi bagni caldi bagni caldi that iron was quantity as oxide iron oxide iron oxide iron silica they are .,108,108,0.2037037037037037
14g,page_to_text.json,0,90,when it arrives within the influence of the atmosphere & that its temperature which is 130° F where it issues from the ground is much higher in the interior & probably far above that of boiling water The analogy that I established long ago in my researches on the decomposition of the alkalies earths & the acids not before decomposed between the silicious & borasic bases & the facts pointed out by M. Smithson M. Smithson M. Smithson Berzelius & others entitle silica in its chemical powers to be classed as an acid & it seems extremely probable that the oxide of iron existed in solution with the silica & was deposited with it in consequence of the cooling of the water If this explanation be admitted it will apply to the solution of some diffi -culties which have occurred with respect to the causes of the existence of Oxide of Iron Oxide of Iron Oxide of Iron in mineral waters Signore Battista Te- -ssandori Signore Battista Te- -ssandori Signore Battista Te- -ssandori had already detected a minute quantity of Oxide of Iron Oxide of Iron Oxide of Iron & silica in the,14g,page_to_text.json,0,92,"The thermal water of the Baths of Lucca Baths of Lucca Baths of Lucca where its temperature is the high- est at the Baths called the "" Bagni Caldi Bagni Caldi Bagni Caldi carries with it from its source a considera- ble quantity of a yellowish brown deposit having collected different specimens of this deposit I submitted them to chemical examination & found that they consisted of red oxide of iron red oxide of iron red oxide of iron & silica Not having an accurate balance I was not able to determine the exact proportions but in the statical exp t that I made the Oxide of Iron Oxide of Iron Oxide of Iron was in the largest quantity & to the silica nearly as 4 to 3 That y e Oxide of Iron Oxide of Iron Oxide of Iron & silica had been dissolved together in the water & deposited at the same time is very probable from the state in which they are found.",0.11707317073170732,0.2096069868995633,0.2096069868995633,0.19834710743801653,0.2222222222222222,0.2222222222222222,24,its temperature is it from that oxide iron silica was oxide iron oxide iron oxide iron quantity oxide iron oxide iron oxide iron silica,121,108,0.19834710743801653
14g,page_to_text.json,0,99,95 And think that life's quick troubled stream Is made more troubled by the blast. - When touched by timid fingers weak Know that Affection's like the rose It wounds but press its thorns they break And all its odour sweeter flows. When the thunder cloud is darkest It is nearest to its fall And the gloom though sadly markest To no inmate of thy soul. Passions beams rays when too concentered Raise a tempest in the mind But by rain & clouds attempered They leave fertility behind.,14g,page_to_text.json,0,102,Failings forget & let the beam of charity o'er all be cast And think that lifes quick troubled stream Is made more troubled by the blast 2 When touched by timid fingers weak Think that affections like the rose but if you but if you It wounds; but It wounds; but press its thorns they break And all its odour strong sweeter flows,0.32967032967032966,0.49586776859504134,0.49586776859504134,0.4225352112676056,0.6,0.6,30,think that quick troubled stream is made more troubled blast when touched timid fingers weak that like rose it wounds press its thorns they break all its odour sweeter flows,71,50,0.4225352112676056
14g,page_to_text.json,0,99,95 And think that life's quick troubled stream Is made more troubled by the blast. - When touched by timid fingers weak Know that Affection's like the rose It wounds but press its thorns they break And all its odour sweeter flows. When the thunder cloud is darkest It is nearest to its fall And the gloom though sadly markest To no inmate of thy soul. Passions beams rays when too concentered Raise a tempest in the mind But by rain & clouds attempered They leave fertility behind.,14g,page_to_text.json,0,104,When the thunder cloud is darkest It is nearest to its fall. And the gloom thou sadly markest Is no inmate of th e y soul Feelings rays when too concentered Raise a tempest in the mind But by rain & clouds attempered They leave fertility behind . - That magic charm of feelings thine And oh regret not its excess.,0.3563218390804598,0.5254237288135594,0.5254237288135594,0.43661971830985913,0.6595744680851063,0.6595744680851063,31,when thunder cloud is darkest it is nearest its fall gloom sadly markest no inmate soul rays when too concentered raise tempest mind rain clouds attempered they leave fertility behind .,71,47,0.43661971830985913
14g,page_to_text.json,1,99,"The torrent roaring from the moun- tain Which ravages a hundred fields Conducted tranquil from its fountain Bloom freshness, verdure, plenty yields. H. D 56",14g,page_to_text.json,1,104,"Give it its attribute divine But still subdue control repress The torrent roaring from the mountain Which ravages a thousand hundred fields Conducted tranquil from its fountain xxxx Bloom, freshness verdure plenty yeilds",0.47058823529411764,0.64,0.64,0.7619047619047619,0.5517241379310345,0.7619047619047619,16,torrent roaring from which ravages hundred fields conducted tranquil from its fountain bloom freshness verdure plenty,21,29,0.5517241379310345
14g,page_to_text.json,0,100,In it the statesman rules & lives And the low multitude controuls Fixed to the impulse that he gives As the firm earth around its poles. This magic light of life is thine And what if given in excess? It is excess of fire divine Which reason always can repress. Let not this gift which is from heaven Shine as a meteors transient light Or as the lightnings flashes given Amidst the gloom to pain our sight.,14g,page_to_text.json,0,103,99 Let not this gift which is from heaven Shine as a meteors transient light Or as the lightnings flashes given Amidst the gloom to pain our sight. - Let it on friendships verdant meads tranquil hours tranquil hours A stedfast may day sunshine beam Making a field of fruit & flowers Such as the Bards elisian dream To kindness professed kindness give And fresher will the feelings flow The marks of The marks of Affections offered gifts receive And still more precious gifts bestow,0.21904761904761905,0.359375,0.359375,0.36507936507936506,0.35384615384615387,0.36507936507936506,23,let not this gift which is from heaven shine as meteors transient light as lightnings flashes given amidst gloom pain our sight .,63,65,0.35384615384615387
14g,page_to_text.json,0,100,In it the statesman rules & lives And the low multitude controuls Fixed to the impulse that he gives As the firm earth around its poles. This magic light of life is thine And what if given in excess? It is excess of fire divine Which reason always can repress. Let not this gift which is from heaven Shine as a meteors transient light Or as the lightnings flashes given Amidst the gloom to pain our sight.,14g,page_to_text.json,0,107,103 -. From it the Poets glories rise Which pass beyond our human being - To things of other worlds & skies Kindling Carrying the prophets gift of seeing. - By it the clotted ruddy blood that stains The Heroe's laurels glow like flame Or kindles in the warriors veins A never dying love of fame. By it the statesman xxxx & rules xxxx & rules xxxx & rules & lives rules & lives And the loud multitude controuls Fixed to the impulse that He gives. As the firm earth around its poles.,0.16363636363636364,0.28125,0.28125,0.2857142857142857,0.27692307692307694,0.2857142857142857,18,it statesman rules lives multitude controuls fixed impulse that he gives as firm earth around its poles .,63,65,0.27692307692307694
14g,page_to_text.json,1,100,Let it on friendships tranquil hours A stedfast may day sunshine beam Making a field of fruits & flowers Such as the Bards elisian dream. To kindness proferred kindness give And fresher will the feeling flow Affections offered gifts receive And still more precious gifts bestow. Failings forget & let the beam Of charity on all be cast,14g,page_to_text.json,0,103,99 Let not this gift which is from heaven Shine as a meteors transient light Or as the lightnings flashes given Amidst the gloom to pain our sight. - Let it on friendships verdant meads tranquil hours tranquil hours A stedfast may day sunshine beam Making a field of fruit & flowers Such as the Bards elisian dream To kindness professed kindness give And fresher will the feelings flow The marks of The marks of Affections offered gifts receive And still more precious gifts bestow,0.4230769230769231,0.5945945945945946,0.5945945945945946,0.717391304347826,0.5076923076923077,0.717391304347826,33,let it friendships tranquil hours stedfast may day sunshine beam making field flowers such as bards elisian dream kindness kindness give fresher will flow affections offered gifts receive still more precious gifts bestow,46,65,0.5076923076923077
14g,page_to_text.json,0,101,"97 Baths of Lucca Baths of Lucca Baths of Lucca Aug t 24, 1819 To - What is there in life's stormy day To please or cheer our sight Or warm our cold & earthborn clay Save feelings heavenly light. This is the spirit which subdues The Chaos of our mortal doom Gives it creations loveliest hues And kindles brightness midst the gloom It wakens in the mothers kiss It breathes profound in lovers sighs Dove like upon the dark abyss Of Life it rests & never dies.",14g,page_to_text.json,0,108,What is these in lifes stormy day To xxxxx please or cheer our sight Save Loves Save Loves Or friendships softer light Or friendships softer light To warm our cold & earth born clay Save feelings heavenly light This is the true promethean flame This is the true promethean flame This is the true promethean flame This is the true promethean flame That one makes only branch That one makes only branch Who kindles eon is Who kindles eon is Which This is the spirit which awakes controuls subdues The chao a s of the mind soul the mind soul mortality doom has change has change has change has change our mortal soul state our mortal soul state mortal soul state Gives it creations loveliest hues And kindles brightness midst the gloom.,0.22602739726027396,0.3687150837988827,0.3687150837988827,0.5,0.2920353982300885,0.5,33,what is stormy day please cheer our sight warm our cold clay save feelings heavenly light this is spirit which subdues our mortal gives it creations loveliest hues kindles brightness midst gloom .,66,113,0.2920353982300885
14g,page_to_text.json,0,101,"97 Baths of Lucca Baths of Lucca Baths of Lucca Aug t 24, 1819 To - What is there in life's stormy day To please or cheer our sight Or warm our cold & earthborn clay Save feelings heavenly light. This is the spirit which subdues The Chaos of our mortal doom Gives it creations loveliest hues And kindles brightness midst the gloom It wakens in the mothers kiss It breathes profound in lovers sighs Dove like upon the dark abyss Of Life it rests & never dies.",14g,page_to_text.json,1,108,"It wakens in the mother's kiss It breathes profound in lovers sighs Dove like it rests it rests upon the dark abyss And never And never , never dies._ Of life it rests &",0.2077922077922078,0.34408602150537637,0.34408602150537637,0.24242424242424243,0.5925925925925926,0.5925925925925926,16,it wakens kiss it breathes profound lovers sighs dove like upon dark abyss life it rests,66,27,0.24242424242424243
14g,page_to_text.json,1,101,"From it the poets glories rise Which pass beyond our human being To things of other worlds & skies Carrying the prophets gift of seeing, By it the ruddy clotted blood that stains The Hero's laurels glow s like flame Or kindles in the warriors veins The never dying love of fame",14g,page_to_text.json,0,107,103 -. From it the Poets glories rise Which pass beyond our human being - To things of other worlds & skies Kindling Carrying the prophets gift of seeing. - By it the clotted ruddy blood that stains The Heroe's laurels glow like flame Or kindles in the warriors veins A never dying love of fame. By it the statesman xxxx & rules xxxx & rules xxxx & rules & lives rules & lives And the loud multitude controuls Fixed to the impulse that He gives. As the firm earth around its poles.,0.5147058823529411,0.6796116504854369,0.6796116504854369,0.9210526315789473,0.5384615384615384,0.9210526315789473,35,from it poets glories rise which pass beyond our human being things other worlds skies carrying prophets gift seeing it ruddy blood that stains laurels glow like flame kindles warriors veins never dying love fame,38,65,0.5384615384615384
14g,page_to_text.json,2,128,"&, which is called organization is nothing more than a system in which thought & feeling are constantly in motion - The existence of something independent of intellectual existence is quite xxxxx uncertain - It may be said that a chair & a table or the whole of",14g,page_to_text.json,1,129,upon the retina &c occasion a sensation of vision but this is expressing nothing more than that the sensation,0.12195121951219512,0.21739130434782608,0.21739130434782608,0.15151515151515152,0.38461538461538464,0.38461538461538464,5,is nothing more than that,33,13,0.15151515151515152
14g,page_to_text.json,0,153,149 To ascertain what Heat will be communicated from one body heated to a certain degree to another through different media.,14g,page_to_text.json,0,154,Plan of experiments to ascertain - If the cold of high regions depends upon an increased radiation increased radiation -- 1 st by a stop watch to ascertain what difference of time is required to heat to the same degree bodies in dense & rare air - 2 What will be the difference of the maximum of the effect of a very small lens under the same circumstances in dense & rare media . 3. What will be the times of cooling of the same body heated to the same degree in dense & rare media. - 4.,0.14705882352941177,0.2564102564102564,0.2564102564102564,0.5882352941176471,0.16393442622950818,0.5882352941176471,10,ascertain what heat will be body heated degree media .,17,61,0.16393442622950818
14g,page_to_text.json,0,153,149 To ascertain what Heat will be communicated from one body heated to a certain degree to another through different media.,14g,page_to_text.json,1,154,To ascertain what will be the times of cooling of the same thermometer when its surface is xxx covered with quick & slow & slow radiating surfaces.,0.16129032258064516,0.2777777777777778,0.2777777777777778,0.29411764705882354,0.2631578947368421,0.29411764705882354,5,ascertain what will be .,17,19,0.2631578947368421
14g,page_to_text.json,0,156,"when I return } return } . + , 6.12 1 On the road to the Baths of Lucca Baths of Lucca Baths of Lucca layers of Limestone & chert very near each other & almost blended & much twisted",14g,page_to_text.json,0,163,x + x/50 =10000 51 ) 100000( 19 7 51 490 100 19 4 5 4 5 4 2 1 50 x + y = 100 00 1 x . y 501 317 - 4 30 50y = 10= Gioacchino y = x/50 20 pettini in casa Valero bagni di Lucca bagni di Lucca bagni di Lucca bagni di Lucca,0.1111111111111111,0.2,0.2,0.17391304347826086,0.23529411764705882,0.23529411764705882,4,. lucca lucca lucca,23,17,0.17391304347826086
