notebook1,file1,segment1_index_on_page,segment1_page_key,segment1_text,segment1_word_count,notebook2,file2,segment2_index_on_page,segment2_page_key,segment2_text,segment2_word_count,tfidf_similarity,cosine_similarity,euclidean_similarity,manhattan_similarity,jaccard_features,overlap_coefficient,shared_features,total_features_1,total_features_2,top_shared_features,vector1_norm,vector2_norm
14e,page_to_text.json,0,154,"151 By the imperial citys fallen walls Laying bare the bones of heroes & the monuments And Of generations of the ages past Or we might rest on that cloud covered hill Whose marble rocks are cloaked with brightest green. Where thousand flowers of unknown hues & names Scent the cool air, rarely by human breath inhaled But which the wild bee knows & ever haunts And whence descends the balmy influence Of those bright waters tepid from the fires Of ancient Appenine .",81,14g,page_to_text.json,0,28,"But which the wild Bee knows & ever haunts. - And whence descends your balmy influence Ye waters tepid from the sleeping fires Of ancient Appenine whose source Hygeia loves, & midst the coolness Of the mountain xxxxx & neath the shade of chesnuts whose time worn trunks proclaim Their age of other centuries. -",50,0.3846122055982443,0.3846122055982443,0.47406772328607344,0.11325183512167948,0.22950819672131148,0.4666666666666667,14,45,30,tepid; bee; balmi; whenc; haunt,1.0000000000000002,1.0
14e,page_to_text.json,1,154,Whose sacred source Hygeia loves. There my weary limbs I have might repose beneath the shade Of chesnuts whose time worn trunks proclaim Their xx of other centuries.,28,14g,page_to_text.json,0,28,"But which the wild Bee knows & ever haunts. - And whence descends your balmy influence Ye waters tepid from the sleeping fires Of ancient Appenine whose source Hygeia loves, & midst the coolness Of the mountain xxxxx & neath the shade of chesnuts whose time worn trunks proclaim Their age of other centuries. -",50,0.4817776112806985,0.4817776112806985,0.4955255727514747,0.15640350180934273,0.3142857142857143,0.6875,11,16,30,hygeia; trunk; centuri; proclaim; worn,0.9999999999999999,1.0
14e,page_to_text.json,1,155,"Nursing those lofty thoughts that in the mind Spontaneous rise, blending their sacred powers With images from moutain & from flood From chesnut groves amidst the broken rocks Where the blue Lima pours to meet the wave Of foaming Serchio or midst the odrus heath And cystus flowers that clothe the stream worn sides Of the green hills whence in purity.",60,14g,page_to_text.json,0,24,how by the olive groves & midst the vines that xxxxxxx over the flood Of foaming Serchio here a mountain stream Oft had I seen you midst the orange groves That cloathe Parthenope ; & neath The Cataract where old Velino Thunders midst the rocks formed from his foaming waters.,48,0.25266214240144674,0.25266214240144674,0.44992972591278646,0.10687476954449794,0.1346153846153846,0.30434782608695654,7,36,23,grove; midst; foam; serchio; flood,0.9999999999999998,1.0
14e,page_to_text.json,1,155,"Nursing those lofty thoughts that in the mind Spontaneous rise, blending their sacred powers With images from moutain & from flood From chesnut groves amidst the broken rocks Where the blue Lima pours to meet the wave Of foaming Serchio or midst the odrus heath And cystus flowers that clothe the stream worn sides Of the green hills whence in purity.",60,14g,page_to_text.json,0,27,"25 To look on Nature with a poets eye Nursing those lofty thoughts which in the mind Spontaneous arise & blending all their power With images from mountain & from flood From chesnut groves amidst the broken rocks Where the blue Lima pours to meet the wave of foaming Serchio , or midst the odorous heath And cystus flowers Which cloaks the stream-worn sides of the green hills Whence rise in mountain xxxx & mountain xxxx mountain xxxx & mountain virgin purity virgin purity Thy limpid waves of mountain Tiber Not polluted yet, by mixture with the lowland muddy rills Or turbid with the ruins of the plains When then murmerest by of ancient Latium Washing Where thou murmurest by Where thou murmurest by the falling walls of the imperial city.",127,0.5550795672378959,0.5550795672378959,0.5145849405772835,0.12948844195617154,0.44776119402985076,0.8333333333333334,30,36,61,puriti; nurs; spontan; cystu; lima,0.9999999999999998,1.0
14e,page_to_text.json,2,155,The virgin streams arise of Mountain Tiber Not yet polluted by the lowland rills Or xxxx turbid with the ruins of the plains When in thy that sullen majesty xxxx He murmurs,32,14g,page_to_text.json,0,27,"25 To look on Nature with a poets eye Nursing those lofty thoughts which in the mind Spontaneous arise & blending all their power With images from mountain & from flood From chesnut groves amidst the broken rocks Where the blue Lima pours to meet the wave of foaming Serchio , or midst the odorous heath And cystus flowers Which cloaks the stream-worn sides of the green hills Whence rise in mountain xxxx & mountain xxxx mountain xxxx & mountain virgin purity virgin purity Thy limpid waves of mountain Tiber Not polluted yet, by mixture with the lowland muddy rills Or turbid with the ruins of the plains When then murmerest by of ancient Latium Washing Where thou murmurest by Where thou murmurest by the falling walls of the imperial city.",127,0.3894699188433277,0.3894699188433277,0.4750557917605466,0.1067091531181888,0.16923076923076924,0.7333333333333333,11,15,61,virgin; tiber; lowland; pollut; ruin,1.0,1.0
14e,page_to_text.json,0,156,153 Rise in a strait gigantic column Rise in a strait gigantic column Stand like a tree above. Een in my heart By sickness weakened & by sorrow chilled The balm of kindness calmness seems to penetrate Mild soothing genial in its influence Again I feel a freshness & a power As in my youthful days & hopes & thoughts Heroical & high.,58,14g,page_to_text.json,0,124,By sickness weakened & by sorrow chil'd the balm of calmness seems to enter penetrate enter penetrate Mild & genial soothing in its influence And soothing And soothing Again I feel a freshness & a power & a power As in my youthful days & hopes & thoughts & hopes & thoughts Heroical of & Heroical of & high - is it that in the mind is it that in the mind in the mind As in the Body wound through when healed As in the Body wound through when healed when healed - Till with - Till with - The wasted frame Soon in corporeal strength recruits itself And wounds fill with new flesh,101,0.4442597877854393,0.4442597877854393,0.48679146855892425,0.14872391530542162,0.41304347826086957,0.6129032258064516,19,31,34,sooth; heroic; penetr; gigant; strait,0.9999999999999999,1.0000000000000002
14e,page_to_text.json,1,156,"The wasted frame Soon in corporeal strength recruits itself And wounds fill with new flesh So in the mind the death of objects the death of objects The death of objects & the loss of hopes Are xx in the end succeeded by some births Of new creative faculties & powers Brought forth with pangs pains , such as the mother E'en with her first born: feels but like xx vigorous child Repaying by their its beauty for the pang.",78,14g,page_to_text.json,0,123,"119 So in the mind the death of objects or the loss of hopes is quick succeeded by some new born powers & faculties, brought forth with pangs of labour; but vigorous & strong - But vigorous & strong But vigorous & strong",38,0.5598214865471711,0.5598214865471711,0.5159230814497944,0.16839157762323095,0.3783783783783784,0.8235294117647058,14,34,17,vigor; pang; death; object; loss,0.9999999999999999,1.0
14e,page_to_text.json,1,156,"The wasted frame Soon in corporeal strength recruits itself And wounds fill with new flesh So in the mind the death of objects the death of objects The death of objects & the loss of hopes Are xx in the end succeeded by some births Of new creative faculties & powers Brought forth with pangs pains , such as the mother E'en with her first born: feels but like xx vigorous child Repaying by their its beauty for the pang.",78,14g,page_to_text.json,0,124,By sickness weakened & by sorrow chil'd the balm of calmness seems to enter penetrate enter penetrate Mild & genial soothing in its influence And soothing And soothing Again I feel a freshness & a power & a power As in my youthful days & hopes & thoughts & hopes & thoughts Heroical of & Heroical of & high - is it that in the mind is it that in the mind in the mind As in the Body wound through when healed As in the Body wound through when healed when healed - Till with - Till with - The wasted frame Soon in corporeal strength recruits itself And wounds fill with new flesh,101,0.3005871231189512,0.3005871231189512,0.4581440421086999,0.11685502335924798,0.25925925925925924,0.4117647058823529,14,34,34,wound; recruit; flesh; pang; corpor,0.9999999999999999,1.0000000000000002
14e,page_to_text.json,0,157,Baths of Lucca Baths of Lucca Baths of Lucca . 1819. Aug t .,14,14e,page_to_text.json,0,163,At the Baths of Lucca Baths of Lucca Baths of Lucca . 1819.19 And may not all the varied life of Man Be but a larger dream. Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams.,42,0.6325895610696277,0.6325895610696277,0.5384400604110423,0.2511851368959139,0.15384615384615385,0.6666666666666666,2,3,12,bath; lucca; dream; aug; fainter,0.9999999999999998,0.9999999999999999
14e,page_to_text.json,0,157,Baths of Lucca Baths of Lucca Baths of Lucca . 1819. Aug t .,14,14g,page_to_text.json,0,92,"The thermal water of the Baths of Lucca Baths of Lucca Baths of Lucca where its temperature is the high- est at the Baths called the "" Bagni Caldi Bagni Caldi Bagni Caldi carries with it from its source a considera- ble quantity of a yellowish brown deposit having collected different specimens of this deposit I submitted them to chemical examination & found that they consisted of red oxide of iron red oxide of iron red oxide of iron & silica Not having an accurate balance I was not able to determine the exact proportions but in the statical exp t that I made the Oxide of Iron Oxide of Iron Oxide of Iron was in the largest quantity & to the silica nearly as 4 to 3 That y e Oxide of Iron Oxide of Iron Oxide of Iron & silica had been dissolved together in the water & deposited at the same time is very probable from the state in which they are found.",160,0.31323579902067455,0.31323579902067455,0.46041018449273524,0.12691142083498888,0.0425531914893617,0.6666666666666666,2,3,46,bath; lucca; iron; oxid; aug,0.9999999999999998,0.9999999999999997
14e,page_to_text.json,0,157,Baths of Lucca Baths of Lucca Baths of Lucca . 1819. Aug t .,14,14g,page_to_text.json,0,101,"97 Baths of Lucca Baths of Lucca Baths of Lucca Aug t 24, 1819 To - What is there in life's stormy day To please or cheer our sight Or warm our cold & earthborn clay Save feelings heavenly light. This is the spirit which subdues The Chaos of our mortal doom Gives it creations loveliest hues And kindles brightness midst the gloom It wakens in the mothers kiss It breathes profound in lovers sighs Dove like upon the dark abyss Of Life it rests & never dies.",85,0.46524783641893214,0.46524783641893214,0.49160137807941734,0.1354770032832504,0.06976744186046512,1.0,3,3,43,bath; lucca; aug; earthborn; chao,0.9999999999999998,1.0
14e,page_to_text.json,0,157,Baths of Lucca Baths of Lucca Baths of Lucca . 1819. Aug t .,14,14g,page_to_text.json,0,156,"when I return } return } . + , 6.12 1 On the road to the Baths of Lucca Baths of Lucca Baths of Lucca layers of Limestone & chert very near each other & almost blended & much twisted",34,0.6418759265280151,0.6418759265280151,0.5416195493823543,0.2586528826100989,0.16666666666666666,0.6666666666666666,2,3,11,bath; lucca; return; aug; twist,0.9999999999999998,1.0
14e,page_to_text.json,0,157,Baths of Lucca Baths of Lucca Baths of Lucca . 1819. Aug t .,14,14g,page_to_text.json,0,163,x + x/50 =10000 51 ) 100000( 19 7 51 490 100 19 4 5 4 5 4 2 1 50 x + y = 100 00 1 x . y 501 317 - 4 30 50y = 10= Gioacchino y = x/50 20 pettini in casa Valero bagni di Lucca bagni di Lucca bagni di Lucca bagni di Lucca,53,0.3076553602727844,0.3076553602727844,0.4594050812377041,0.23750771775552257,0.1111111111111111,0.3333333333333333,1,3,7,lucca; bath; di; bagni; aug,0.9999999999999998,0.9999999999999999
14e,page_to_text.json,1,157,"Quando mia fu la bella Quando mia fu la bella Quando mia fu la bella spera n za ed anche piu Again that lovely orb lamp from half its from half its from half its orb Sends forth a mellow lustre that pervades The eastern sky & meets the rosy light Of the last sunbeams dying in the west The mountains all above are clear & bright Their giant forms distinctly visible Crested with shaggy chesnuts, or erect Bearing the helmed pine, or raising high Their marble columns crowned with grassy slopes From rock to rock the foaming Lima pours Full from the thunder storm, rapid & strong And turbid.",107,14g,page_to_text.json,0,125,"121 Being the Helmed pine - or raising high xxxx Their marble columns, or their crowned with grassy slopes crowned with grassy slopes Green from Green from From rock to rock the foaming Lima laps Lima laps Lima laps Lima laps Full from the thunder storm & rapid & strong & turbid & turbid And turbid - Still is the air And silent, was alone was alone & the Cicada sings not & the Cicada sings not The smoke moves upwards & its curling waves & its curling waves Feel not a breath of air E'en in my heart E'en in my heart",93,0.26947023529285435,0.26947023529285435,0.4527462093686964,0.10198995442289817,0.22972972972972974,0.5151515151515151,17,58,33,lima; turbid; grassi; slope; lap,1.0,1.0000000000000002
14e,page_to_text.json,1,157,"Quando mia fu la bella Quando mia fu la bella Quando mia fu la bella spera n za ed anche piu Again that lovely orb lamp from half its from half its from half its orb Sends forth a mellow lustre that pervades The eastern sky & meets the rosy light Of the last sunbeams dying in the west The mountains all above are clear & bright Their giant forms distinctly visible Crested with shaggy chesnuts, or erect Bearing the helmed pine, or raising high Their marble columns crowned with grassy slopes From rock to rock the foaming Lima pours Full from the thunder storm, rapid & strong And turbid.",107,14g,page_to_text.json,0,126,"Yet still, Yet still, Again the lovely orb from half its lamp Sends forth a mellow lustre that pervades The western eastern sky, '& blends promiscuous '& blends promiscuous & meets the dying[ sun sunbeam & meets the dying[ sun sunbeam sun sunbeam With the light of Eve With the light of Eve With the light of Eve rosy light twilight Of the last sunbeams Of the last sunbeams Dying in the west - The Mountains all are clear all are clear And all And all their giant forms distinctly visible Bold in their Bold in their Crested with shaggy chestnuts.",96,0.3852567286293917,0.3852567286293917,0.47419835938328814,0.12069321883555888,0.3787878787878788,0.7575757575757576,25,58,33,sunbeam; half; eve; meet; orb,1.0,1.0000000000000002
14e,page_to_text.json,0,161,"Has brought you here to cheer our tardy spring Oft had I seen you midst the orange trees bowers That Cloak Parthenope & where Velino pours In thundering cataracts; But ne’er before So high upon the mountains where ye soar Een in mid air, leaving your halcyons Why have ye left your halcy Why have ye left your halcy on plains Where spring or summer everlasting reigns.",66,14g,page_to_text.json,0,24,how by the olive groves & midst the vines that xxxxxxx over the flood Of foaming Serchio here a mountain stream Oft had I seen you midst the orange groves That cloathe Parthenope ; & neath The Cataract where old Velino Thunders midst the rocks formed from his foaming waters.,48,0.2784802906045246,0.2784802906045246,0.4542840848944943,0.11736641912553,0.1875,0.391304347826087,9,34,23,midst; parthenop; oft; orang; velino,0.9999999999999999,1.0
14e,page_to_text.json,1,161,When flowers & fruits together mature alone together grow To visit our rude peaks where still the snow Glitters een in the genial month of flowers But brightly do ye move in fiery showers Seen like the falling meteor from afar Not of Not of like the kindred of the evening star the kindred of the evening star the kindred of the evening star May not the stars themselves in orbits whil whirled in orbits whil whirled be but be but Be but - a different animated world In which a high & lofty breath of life xxxx xx xxxx xx xxxx xx Of worlds & insects calms the xxxxx the xxxxx the wakening strife the wakening strife strife.,115,14g,page_to_text.json,0,25,- Why have Ye left your halcyon streams below - To visit our rude peaks on which the snow still glitters in the summer sun of june - But brightly do ye danse along the glade; As if the kindred of the evening stars -. May not the stars themselves Be but a different animated world Of which our narrow intellect can form no just conception,63,0.3567914016389669,0.3567914016389669,0.4685589162645196,0.11563748354583633,0.21818181818181817,0.4444444444444444,12,40,27,star; kindr; peak; glitter; rude,1.0000000000000002,1.0
14e,page_to_text.json,0,162,"159 To the fire flies, the same place & summer written in blank verse but not Rhyme in May & June 1827. Ye moving stars that flit along Ye moving stars that flit along Ye moving stars that flit along the glade Ye animated lamps that midst the shade Of ancient chesnuts on the lofty hills Of Lucignano , by the foaming rills xxxx Which feed Blue Serchio Blue Serchio Blue Serchio , in the evening play.",75,14g,page_to_text.json,0,22,"Ye moving stars, ye animated lamps Ye moving stars, ye animated lamps Ye moving stars that flit across the glade Ye animated lamps that midst the shade Of ancient chesnuts on the lofty hills of Liugrand . And may not all this varied life of man Be but a single longer dream - Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams - In xxxxxx The origin of thought life is lost.",75,0.48832059300749375,0.48832059300749375,0.4971137605235184,0.14764616584339293,0.27906976744186046,0.4444444444444444,12,27,28,ye; flit; star; lamp; anim,0.9999999999999999,0.9999999999999999
14e,page_to_text.json,0,163,At the Baths of Lucca Baths of Lucca Baths of Lucca . 1819.19 And may not all the varied life of Man Be but a larger dream. Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams.,42,14g,page_to_text.json,0,22,"Ye moving stars, ye animated lamps Ye moving stars, ye animated lamps Ye moving stars that flit across the glade Ye animated lamps that midst the shade Of ancient chesnuts on the lofty hills of Liugrand . And may not all this varied life of man Be but a single longer dream - Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams - In xxxxxx The origin of thought life is lost.",75,0.36434937756411473,0.36434937756411473,0.47003084436144016,0.16142376350633145,0.2903225806451613,0.75,9,12,28,dream; bath; lucca; fainter; echo,0.9999999999999999,0.9999999999999999
14e,page_to_text.json,0,163,At the Baths of Lucca Baths of Lucca Baths of Lucca . 1819.19 And may not all the varied life of Man Be but a larger dream. Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams.,42,14g,page_to_text.json,0,101,"97 Baths of Lucca Baths of Lucca Baths of Lucca Aug t 24, 1819 To - What is there in life's stormy day To please or cheer our sight Or warm our cold & earthborn clay Save feelings heavenly light. This is the spirit which subdues The Chaos of our mortal doom Gives it creations loveliest hues And kindles brightness midst the gloom It wakens in the mothers kiss It breathes profound in lovers sighs Dove like upon the dark abyss Of Life it rests & never dies.",85,0.3110014340662548,0.3110014340662548,0.4600067327569555,0.11139751410503072,0.057692307692307696,0.25,3,12,43,bath; lucca; dream; fainter; life,0.9999999999999999,1.0
14e,page_to_text.json,0,163,At the Baths of Lucca Baths of Lucca Baths of Lucca . 1819.19 And may not all the varied life of Man Be but a larger dream. Sometimes in dreams We catch the feeble echoes as it were Of other fainter dreams.,42,14g,page_to_text.json,0,156,"when I return } return } . + , 6.12 1 On the road to the Baths of Lucca Baths of Lucca Baths of Lucca layers of Limestone & chert very near each other & almost blended & much twisted",34,0.44661393580878156,0.44661393580878156,0.4873217449147102,0.18343045304513578,0.09523809523809523,0.18181818181818182,2,12,11,bath; lucca; dream; return; twist,0.9999999999999999,1.0
14e,page_to_text.json,1,163,"In infancy The origin of life is lost to memory Yet powers existed of a glorious nature Reason & thought & feeling, How we know not Nor is there aught that teaches from what lamp The flame of human life had caught its fire So dreams have no connection, yet the past Arises sometimes in them And they may Image the future.",60,14g,page_to_text.json,1,22,Yet power arises Reason & thought & thought & feeling how we know not nor is there aught that teaches in from what xxxxx the immortal flame of human life had burnt before burnt before caught its fire caught its fire So dreams have no connection - Yet the course Of human life & human accident,51,0.5582442820226325,0.5582442820226325,0.5154764350247681,0.18871972376503393,0.4375,0.7,14,26,20,caught; human; aught; teach; aris,1.0,1.0
14g,page_to_text.json,0,5,3 ancient Italy - in travelling through the Sabine country I found even the woods purple from the profusion of a tree with a leaf like the Lime tree & covered all over with purple blossoms There is abundance of a marble which seems to me of the same kind as Rosso antico Rosso antico Rosso antico in the walls of Spoleto & Foligno - About 3 miles or 4 from Foligno a fine fall,71,14g,page_to_text.json,0,9,"7 The end of May the Snow clad mountains above from which the Velino rises are bold & rugged but the hills want wood & the green freshness of Styria or Switzerland & the rock they present is not sufficiently bold precipitous or mighty to add to the sublimity of the scene - it gives the idea of barreness & not of boldness - They talked of trouts in the Velino I saw none rise Pesciara , the stones on the side of the great road many of them rival the Rosso antico Rosso antico Rosso antico",91,0.27435650566534064,0.27435650566534064,0.45357773977603616,0.1023145873752961,0.05084745762711865,0.12,3,25,37,rosso; antico; bold; foligno; wood,0.9999999999999998,1.0
14g,page_to_text.json,1,7,- It would be worth while to try if Carbonic Acid Carbonic Acid Carbonic Acid by heat & heat & pressure will not dissolve silica as Muriatic acid Muriatic acid Muriatic acid does There are quarries of red & yellow marble in various parts of the Appenines - between Spoleto & Col- Fiorito Col- Fiorito Col- Fiorito ... & the walls of Foligno contain pieces,58,14g,page_to_text.json,0,19,"17 a yellow one with a green beak not larger than a Jack Snipe Jack Snipe Jack Snipe - a spotted one with a red eye & a grey beak of the size of a lark a small yellowish rail with a grey eye & yellow beak where the xxxx Lark species I found at, Col Fiorito Col Fiorito Col Fiorito . - It is very remarkable that the swifts which migrate through Italy in April & those that remain at Col Fiorito Col Fiorito Col Fiorito do not pipe & never breed; are they not probably males or .",94,0.3052987870535569,0.3052987870535569,0.45898316306213777,0.11981697881699804,0.08333333333333333,0.17391304347826086,4,23,29,col; fiorito; acid; yellow; muriat,1.0000000000000002,0.9999999999999999
14g,page_to_text.json,1,7,- It would be worth while to try if Carbonic Acid Carbonic Acid Carbonic Acid by heat & heat & pressure will not dissolve silica as Muriatic acid Muriatic acid Muriatic acid does There are quarries of red & yellow marble in various parts of the Appenines - between Spoleto & Col- Fiorito Col- Fiorito Col- Fiorito ... & the walls of Foligno contain pieces,58,14g,page_to_text.json,1,55,"- of Carbonic Acid Carbonic Acid Carbonic Acid in the ocean was much greater & the temperature of the water higher which may be easily imagined if the volcanic changes which are necessary for the elevation of the strata be admitted, the solution both of Calcareous & siliceous matter will not be difficult to explain & Carbonic Acid Carbonic Acid Carbonic Acid under [xxxxxxx may xxx is Muriatic acid Muriatic acid Muriatic acid under ordinary circumstances; & aluminie Oxide of Iron Oxide of Iron Oxide of Iron carbonate of carbonate of Lime , & silica oxi & carbonic may acid may have coexisted in water with various saline ingredients saline ingredients & have been deposited together, in the form of limestone ; upon shells & calcareous sand shale upon clay strata, sandstone , Flint , & Basalt in the slow operations of the cooling of the liquid at a time when only a very small quantity of the earthy substances existed in solution.",152,0.3223509649264971,0.3223509649264971,0.4620703334107757,0.09773008789729748,0.06578947368421052,0.21739130434782608,5,23,58,acid; carbon; muriat; col; fiorito,1.0000000000000002,1.0
14g,page_to_text.json,1,7,- It would be worth while to try if Carbonic Acid Carbonic Acid Carbonic Acid by heat & heat & pressure will not dissolve silica as Muriatic acid Muriatic acid Muriatic acid does There are quarries of red & yellow marble in various parts of the Appenines - between Spoleto & Col- Fiorito Col- Fiorito Col- Fiorito ... & the walls of Foligno contain pieces,58,14g,page_to_text.json,0,89,85 water of the Bagni Caldi Bagni Caldi Bagni Caldi & he naturally supposed that the iron was dissolved by Carbonic Acid Carbonic Acid Carbonic Acid but there is no Carbonic Acid Carbonic Acid Carbonic Acid in this water & on evaporating a large quantity of the water & washing out the sulphates & muriates I obtained a minute portion of a substance exactly the same as the deposit & consisting of Oxide of Iron Oxide of Iron Oxide of Iron & silica & Oxide of Iron Oxide of Iron Oxide of Iron likewise exist in the waters of Bath in England & they are probably in the water in chemical combinations What may be the effects of such a substance on the human constitu- -tion is for medical men to determine by experience Probably such a union may be artificially produced by heat under pressure as in Papins digester Riva 22 Wednesday 14 Florence Thursday - 15 Filigare A Solar month Friday - 16 Bologna - Saturday - 17.,158,0.27729808001969136,0.27729808001969136,0.45408115830273793,0.09668302566808924,0.0945945945945946,0.30434782608695654,7,23,58,acid; carbon; muriat; col; fiorito,1.0000000000000002,0.9999999999999999
14g,page_to_text.json,0,17,"15 in weighing nearly twice as much, in having a spotted & red & white breast - a shorter beak shorter beak - & white feathers in the tail . The time of their passage in Italy is between the 15 of March & the 20 or 25 of April - I killed one on March 19 near Rome & I killed ten at Col. Fiorito Col. Fiorito Col. Fiorito 15 April & again",65,14g,page_to_text.json,0,19,"17 a yellow one with a green beak not larger than a Jack Snipe Jack Snipe Jack Snipe - a spotted one with a red eye & a grey beak of the size of a lark a small yellowish rail with a grey eye & yellow beak where the xxxx Lark species I found at, Col Fiorito Col Fiorito Col Fiorito . - It is very remarkable that the swifts which migrate through Italy in April & those that remain at Col Fiorito Col Fiorito Col Fiorito do not pipe & never breed; are they not probably males or .",94,0.29290679572659645,0.29290679572659645,0.45678876531493967,0.12743146588330634,0.13953488372093023,0.3,6,20,29,fiorito; beak; col; april; kill,1.0,0.9999999999999999
14g,page_to_text.json,0,20,"imperfect, they are fat & larger than the swifts which precede them - some of them are as large as pizardone I find them in pairs however - The pitzardino partakes of the habits of the Woodcock & the snipe when fired at two or three times hides itself in the nearest wood & remains there for a long while; prefers wet grassy meadows to xxxxxx but likes the neighborhood Sir Humphry Sir Humphry Sir Humphry Davy Bar t",73,14g,page_to_text.json,1,29,- This claim as it was never urged till many months after the safety lamp of Sir Humphry Sir Humphry Sir Humphry Davy was in use & as it was for a long time only supported by anonymous publications which contained gross falshoods or misrepresentations met,44,0.31972575885337046,0.31972575885337046,0.4615898368195158,0.11446302165068342,0.10204081632653061,0.20833333333333334,5,30,24,humphri; sir; davi; long; urg,1.0,0.9999999999999999
14g,page_to_text.json,0,21,"19 of a lake . Roma [four pencil sketches of birds in profile, possibly snipe ]",15,14g,page_to_text.json,0,155,"151 What plan . what source , What object What object [pencil sketches of possibly pyramids]",16,0.34928814462646446,0.34928814462646446,0.4671151860273247,0.22861958572492982,0.25,0.42857142857142855,3,8,7,pencil; sketch; possibl; object; roma,0.9999999999999999,1.0
14g,page_to_text.json,1,32,"It appears evident from the statements of this person himself & of workmen in the same mine that all the experiments, if they could be so called if they could be so called which He had ever made previous to the time when Sir H Davy began his researches were by setting fire to small detached streams of firedamp or carburetted Hydrogene in the mine & extinguishing",65,14g,page_to_text.json,0,39,37 firedamp pass into it from a bladder filled with it opened below it - It is clear that Stevenson's plan as expressed by his friend & patron Brandling was that of burning 3.5 7 2.45 the firedamp in small detached portions ie He having found that small detached 2.5 Streams of fire damp might be 4 set fire to in the mine ) 10. 0 10.,64,0.2893051442579551,0.2893051442579551,0.45615849397804853,0.13020695925723713,0.16666666666666666,0.3,6,22,20,detach; firedamp; small; set; stream,1.0,1.0
14g,page_to_text.json,0,33,31 them or one of them by causing the air deteriorated by the combustion of candles to pass upon them & that His plan for preserving the lives of the miners had nothing to do with a safety lamp but depended was founded was founded upon an idea of burning the firedamp or carburetted Hydrogene from large blowers or carburetted Hydrogene from large blowers in such detached portions portions; & that the apparatus which He imagined for this purpose consisted of a tube of 1/4 of inch in diameter but whi but whi & a large conical glass & a large conical glass with a wick round it to set fire to a detached part of a detached part of the stream of gas & a conical glass open at the top & so high as to prevent the,133,14g,page_to_text.json,0,34,"flame from passing into - It appears likewise in actual trial, that He made his tube at the suggestion of a Foreman half an inch in diameter & furnished it with a slider at the bottom to regulated the quantity of gas admitted- . His object evidently was to separate a small part or to detach a portion of gas as it expired from a blower & to burn it as a gass light - In The exp t that he made with his lamp as detailed by witnesses",85,0.2795370059638713,0.2795370059638713,0.45446576472618316,0.10158405533842356,0.18181818181818182,0.35294117647058826,12,44,34,detach; ga; blower; portion; diamet,1.0,0.9999999999999998
14g,page_to_text.json,0,33,31 them or one of them by causing the air deteriorated by the combustion of candles to pass upon them & that His plan for preserving the lives of the miners had nothing to do with a safety lamp but depended was founded was founded upon an idea of burning the firedamp or carburetted Hydrogene from large blowers or carburetted Hydrogene from large blowers in such detached portions portions; & that the apparatus which He imagined for this purpose consisted of a tube of 1/4 of inch in diameter but whi but whi & a large conical glass & a large conical glass with a wick round it to set fire to a detached part of a detached part of the stream of gas & a conical glass open at the top & so high as to prevent the,133,14g,page_to_text.json,0,36,a canal with holes in it around his wick; - It is perfectly evident that when his trials were directed to burn the gas from large blowers by means of tubes as in the single gass light burner or by means of canals with holes as in this compound one as in the single gass light burner or by means of canals with holes as in this compound one ie to make of them smaller blowers & that He failed from being ignorant of the necessity of fresh air to combustion - But his lamps went out in an stream Atmosphere of carburetted Hydrogene without inflaming it: & the & the which every lamp will do in which there is only a limited circulation of air & in which y e the carburetted,127,0.2703635170975141,0.2703635170975141,0.45289778953507864,0.10435178061689585,0.2028985507246377,0.358974358974359,14,44,39,carburet; blower; hydrogen; larg; glass,1.0,0.9999999999999999
14g,page_to_text.json,0,33,31 them or one of them by causing the air deteriorated by the combustion of candles to pass upon them & that His plan for preserving the lives of the miners had nothing to do with a safety lamp but depended was founded was founded upon an idea of burning the firedamp or carburetted Hydrogene from large blowers or carburetted Hydrogene from large blowers in such detached portions portions; & that the apparatus which He imagined for this purpose consisted of a tube of 1/4 of inch in diameter but whi but whi & a large conical glass & a large conical glass with a wick round it to set fire to a detached part of a detached part of the stream of gas & a conical glass open at the top & so high as to prevent the,133,14g,page_to_text.json,0,39,37 firedamp pass into it from a bladder filled with it opened below it - It is clear that Stevenson's plan as expressed by his friend & patron Brandling was that of burning 3.5 7 2.45 the firedamp in small detached portions ie He having found that small detached 2.5 Streams of fire damp might be 4 set fire to in the mine ) 10. 0 10.,64,0.31327965423633547,0.31327965423633547,0.4604181169307745,0.11631521083638324,0.20754716981132076,0.55,11,44,20,detach; firedamp; portion; plan; conic,1.0,1.0
